Strain,Taxa_ID,GH1,GH3,GH5,GH6,GH8,bcsZ,GH9,GH12,GH44,GH45,GH48
Sphingobacterium spiritivorum ATCC 33861,525373,0,6,0,0,0,0,0,0,0,0,0
Spirosoma linguale DSM 74,504472,1,7,0,0,1,0,0,0,0,0,0
Tannerella forsythia ATCC 43037,203275,0,2,0,0,0,0,0,0,0,0,0
Tannerella sp. 6_1_58FAA_CT1,665949,0,4,0,0,0,0,0,0,0,0,0
unidentified eubacterium SCB49,50743,0,2,0,0,0,0,0,0,0,0,0
Weeksella virosa DSM 16922,865938,0,1,0,0,0,0,0,0,0,0,0
Zunongwangia profunda SM-A87,655815,0,16,0,0,0,0,0,0,0,0,0
Elusimicrobium minutum Pei191,445932,0,2,0,0,0,0,0,0,0,0,0
uncultured Termite group 1 bacterium phylotype Rs-D17,471821,0,0,0,0,0,0,0,0,0,0,0
Acidobacterium capsulatum ATCC 51196,240015,0,12,0,0,0,1,0,0,0,0,0
Acidobacterium sp. MP5ACTX8,682795,3,25,0,0,0,0,0,0,0,0,0
Acidobacterium sp. MP5ACTX9,696844,1,14,0,0,0,0,0,0,0,0,0
Candidatus Chloracidobacterium thermophilum B,981222,0,0,0,0,0,0,0,0,0,0,0
Candidatus Koribacter versatilis Ellin345,204669,2,31,1,0,0,0,0,0,0,0,0
Candidatus Solibacter usitatus Ellin6076,234267,0,11,0,0,0,0,0,0,0,0,0
Fibrobacter succinogenes subsp. succinogenes S85,59374,0,2,0,0,3,0,1,0,0,0,0
Holophaga foetida DSM 6591,903818,0,0,0,0,0,0,0,0,0,0,0
Terriglobus saanensis SP1PR4,401053,3,8,0,0,0,1,0,0,0,0,0
Gemmatimonas aurantiaca T-27,379066,0,1,0,0,0,0,0,0,0,0,0
Aquifex aeolicus VF5,224324,0,0,0,0,0,1,0,0,0,0,0
Desulfurobacterium thermolithotrophum DSM 11699,868864,0,0,0,0,0,0,0,0,0,0,0
Hydrogenivirga sp. 128-5-R1-1,392423,0,0,0,0,0,0,0,0,0,0,0
Hydrogenobacter thermophilus TK-6,608538,0,0,0,0,0,0,0,0,0,0,0
Hydrogenobaculum sp. Y04AAS1,380749,0,0,0,0,0,0,0,0,0,0,0
Persephonella marina EX-H1,123214,0,0,0,0,0,0,0,0,0,0,0
Sulfurihydrogenibium azorense Az-Fu1,204536,0,0,0,0,0,0,0,0,0,0,0
Sulfurihydrogenibium sp. YO3AOP1,436114,0,0,0,0,0,0,0,0,0,0,0
Sulfurihydrogenibium yellowstonense SS-5,432331,0,0,0,0,0,0,0,0,0,0,0
Thermocrinis albus DSM 14484,638303,0,0,0,0,0,0,0,0,0,0,0
Thermovibrio ammonificans HB-1,648996,0,0,0,0,0,0,0,0,0,0,0
Anaerolinea thermophila UNI-1,926569,1,7,0,0,1,0,0,0,0,0,0
Chloroflexus aggregans DSM 9485,326427,1,4,0,0,0,0,0,0,0,0,0
Chloroflexus aurantiacus J-10-fl,324602,3,6,0,0,0,0,0,0,0,0,0
Chloroflexus sp. Y-400-fl,480224,3,6,0,0,0,0,0,0,0,0,0
Dehalococcoides ethenogenes 195,243164,0,0,0,0,0,0,0,0,0,0,0
Dehalococcoides sp. BAV1,216389,0,0,0,0,0,0,0,0,0,0,0
Dehalococcoides sp. CBDB1,255470,0,0,0,0,0,0,0,0,0,0,0
Dehalococcoides sp. GT,633145,0,0,0,0,0,0,0,0,0,0,0
Dehalococcoides sp. VS,311424,0,0,0,0,0,0,0,0,0,0,0
Dehalogenimonas lykanthroporepellens BL-DC-9,552811,0,0,0,0,0,0,0,0,0,0,0
Herpetosiphon aurantiacus ATCC 23779,316274,2,3,0,0,0,0,0,0,0,0,0
Ktedonobacter racemifer DSM 44963,485913,0,8,0,0,0,0,0,0,0,0,0
Oscillochloris trichoides DG6,765420,1,0,0,0,0,0,0,0,0,0,0
Roseiflexus castenholzii DSM 13941,383372,6,9,1,0,0,0,0,0,0,0,0
Roseiflexus sp. RS-1,357808,3,3,1,0,0,0,0,0,0,0,0
Sphaerobacter thermophilus DSM 20745,479434,0,0,0,0,0,0,0,0,0,0,0
Thermomicrobium roseum DSM 5159,309801,1,0,0,0,0,0,0,0,0,0,0
Fervidobacterium nodosum Rt17-B1,381764,3,8,0,0,0,0,0,0,0,0,0
Fervidobacterium pennivorans DSM 9078,771875,1,0,0,0,0,0,0,0,0,0,0
Kosmotoga olearia TBF 19.5.1,521045,2,3,0,0,0,0,0,0,0,0,0
Marinitoga piezophila KA3,443254,4,5,0,0,0,0,0,0,0,0,0
Petrotoga mobilis SJ95,403833,2,3,0,0,0,0,0,0,0,0,0
Thermosipho africanus TCF52B,484019,2,4,0,0,0,0,0,0,0,0,0
Thermosipho melanesiensis BI429,391009,1,1,0,0,0,0,0,0,0,0,0
Thermotoga lettingae TMO,416591,2,8,0,0,0,0,0,0,0,0,0
Thermotoga maritima MSB8,243274,0,6,1,0,0,0,0,2,0,0,0
Thermotoga naphthophila RKU-10,590168,0,6,1,0,0,0,0,2,0,0,0
Thermotoga neapolitana DSM 4359,309803,0,6,1,0,0,0,0,2,0,0,0
Thermotoga petrophila RKU-1,390874,0,6,1,0,0,0,0,2,0,0,0
Thermotoga sp. RQ2,126740,0,8,1,0,0,0,0,2,0,0,0
Thermotoga thermarum DSM 5069,688269,1,1,0,0,0,0,0,0,0,0,0
Thermotogales bacterium mesG1.Ag.4.2,660470,3,5,0,0,0,0,0,0,0,0,0
Calditerrivibrio nitroreducens DSM 19672,768670,0,0,0,0,0,0,0,0,0,0,0
Deferribacter desulfuricans SSM1,639282,0,0,0,0,0,0,0,0,0,0,0
Denitrovibrio acetiphilus DSM 12809,522772,0,0,0,0,0,0,0,0,0,0,0
Flexistipes sinusarabici DSM 4947,717231,0,0,0,0,0,0,0,0,0,0,0
Desulfurispirillum indicum S5,653733,0,2,0,0,0,0,0,0,0,0,0
Thermodesulfatator indicus DSM 15286,667014,0,0,0,0,0,0,0,0,0,0,0
Thermodesulfobacterium sp. OPB45,795359,0,0,0,0,0,0,0,0,0,0,0
Acidimicrobium ferrooxidans DSM 10331,525909,0,0,0,0,0,0,0,0,0,0,0
Acidothermus cellulolyticus 11B,351607,1,5,0,0,0,0,1,0,0,0,0
Actinoalloteichus spitiensis RMV-1378,1114962,0,0,0,0,0,0,0,0,0,0,0
Actinomyces coleocanis DSM 15436,525245,0,0,0,0,0,0,0,0,0,0,0
Actinomyces graevenitzii C83,435830,0,0,0,0,0,0,0,0,0,0,0
Actinomyces odontolyticus ATCC 17982,411466,0,4,0,0,0,0,0,0,0,0,0
Actinomyces odontolyticus F0309,649742,0,4,0,0,0,0,0,0,0,0,0
Actinomyces oris K20,871541,1,1,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 170 str. F0386,762963,1,1,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 171 str. F0337,706439,1,1,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 175 str. F0384,944560,1,1,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 178 str. F0338,888051,0,4,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 180 str. F0310,888052,0,4,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 448 str. F0400,888056,1,1,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 848 str. F0332,649743,0,0,0,0,0,0,0,0,0,0,0
Actinomyces sp. oral taxon 849 str. F0330,653386,1,1,0,0,0,0,0,0,0,0,0
Actinomyces urogenitalis DSM 15434,525246,0,2,0,0,0,0,0,0,0,0,0
Actinomyces viscosus C505,562973,1,2,0,0,0,0,0,0,0,0,0
Actinoplanes sp. SE50/110,134676,0,2,2,0,0,0,0,0,0,0,0
Actinosynnema mirum DSM 43827,446462,4,15,2,2,0,0,0,1,0,0,0
Amycolatopsis mediterranei S699,713604,0,8,2,0,0,0,0,0,0,0,1
Amycolatopsis mediterranei U32,749927,5,27,2,1,0,0,0,0,0,0,1
Amycolatopsis sp. ATCC 39116,385957,0,3,0,0,0,0,0,0,0,0,0
Amycolicicoccus subflavus DQS3-9A1,443218,0,1,0,0,0,0,0,0,0,0,0
Arcanobacterium haemolyticum DSM 20595,644284,0,0,0,0,0,0,0,0,0,0,0
Arthrobacter arilaitensis Re117,861360,1,3,0,0,0,0,0,0,0,0,0
Arthrobacter aurescens TC1,290340,0,4,0,0,0,0,0,0,0,0,0
Arthrobacter chlorophenolicus A6,452863,4,4,0,0,0,0,0,0,0,0,0
Arthrobacter globiformis NBRC 12137,1077972,0,1,0,0,0,0,0,0,0,0,0
Arthrobacter phenanthrenivorans Sphe3,930171,5,8,0,0,0,0,0,0,0,0,0
Arthrobacter sp. FB24,290399,4,5,0,0,0,0,0,0,0,0,0
Atopobium parvulum DSM 20469,521095,0,0,0,0,0,0,0,0,0,0,0
Atopobium rimae ATCC 49626,553184,0,0,0,0,0,0,0,0,0,0,0
Atopobium vaginae DSM 15829,525256,0,0,0,0,0,0,0,0,0,0,0
Atopobium vaginae PB189-T1-4,866774,0,0,0,0,0,0,0,0,0,0,0
Beutenbergia cavernae DSM 12333,471853,1,7,1,0,0,0,0,0,0,0,0
Bifidobacterium adolescentis ATCC 15703,367928,2,15,0,0,1,0,0,0,0,0,0
Bifidobacterium adolescentis L2-32,411481,2,11,0,0,1,0,0,0,0,0,0
Bifidobacterium angulatum DSM 20098 = JCM 7096,518635,2,5,0,0,1,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis AD011,442563,1,3,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis BB-12,552531,1,1,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis Bl-04,580050,1,1,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis BLC1,1075106,0,1,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis BS 01,911598,0,1,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis CNCM I-2494,1042403,0,1,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis DSM 10140,555970,1,1,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis HN019,486409,1,1,0,0,0,0,0,0,0,0,0
Bifidobacterium animalis subsp. lactis V9,573236,1,1,0,0,0,0,0,0,0,0,0
Bifidobacterium bifidum NCIMB 41171,398513,2,0,0,0,0,0,0,0,0,0,0
Bifidobacterium bifidum PRL2010,702459,2,0,0,0,0,0,0,0,0,0,0
Bifidobacterium bifidum S17,883062,2,0,0,0,0,0,0,0,0,0,0
Bifidobacterium breve ACS-071-V-Sch8b,866777,0,4,0,0,0,0,0,0,0,0,0
Bifidobacterium breve CECT 7263,1036735,0,4,0,0,0,0,0,0,0,0,0
Bifidobacterium breve DPC 6330,1074482,0,3,0,0,0,0,0,0,0,0,0
Bifidobacterium breve DSM 20213 = JCM 1192,518634,2,10,0,0,0,0,0,0,0,0,0
Bifidobacterium breve UCC2003,326426,0,6,0,0,0,0,0,0,0,0,0
Bifidobacterium catenulatum DSM 16992,566552,0,16,0,0,1,0,0,0,0,0,0
Bifidobacterium dentium ATCC 27678,473819,2,7,0,0,0,0,0,0,0,0,0
Bifidobacterium dentium ATCC 27679,871562,2,5,0,0,0,0,0,0,0,0,0
Bifidobacterium dentium Bd1,401473,2,5,0,0,0,0,0,0,0,0,0
Bifidobacterium dentium JCVIHMP022,553191,2,5,0,0,0,0,0,0,0,0,0
Bifidobacterium gallicum DSM 20093,561180,0,2,0,0,0,0,0,0,0,0,0
Bifidobacterium longum DJO10A,205913,0,2,0,0,0,0,0,0,0,0,0
Bifidobacterium longum NCC2705,206672,0,2,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. infantis 157F,565040,0,3,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. infantis ATCC 15697,391904,1,3,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. infantis ATCC 55813,548480,0,3,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. infantis CCUG 52486,537937,0,3,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. longum BBMN68,890402,0,3,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. longum F8,722911,0,4,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. longum JCM 1217,565042,0,3,0,0,0,0,0,0,0,0,0
Bifidobacterium longum subsp. longum JDM301,759350,0,2,0,0,1,0,0,0,0,0,0
Bifidobacterium longum subsp. longum KACC 91563,1035817,0,5,0,0,0,0,0,0,0,0,0
Bifidobacterium pseudocatenulatum DSM 20438,547043,0,11,0,0,2,0,0,0,0,0,0
Bifidobacterium sp. 12_1_47BFAA,469594,0,2,0,0,0,0,0,0,0,0,0
Brachybacterium faecium DSM 4810,446465,0,10,0,0,0,0,0,0,0,0,0
Brachybacterium paraconglomeratum LC44,1064537,0,2,0,0,0,0,0,0,0,0,0
Brachybacterium squillarum M-6-3,1074488,1,1,0,0,0,0,0,0,0,0,0
Brevibacterium linens BL2,321955,2,2,0,0,0,0,0,0,0,0,0
Brevibacterium mcbrellneri ATCC 49030,585530,0,1,0,0,0,0,0,0,0,0,0
Candidatus Aquiluna sp. IMCC13023,1081644,0,0,0,0,0,0,0,0,0,0,0
Catenulispora acidiphila DSM 44928,479433,3,47,0,0,0,0,0,0,0,0,0
Cellulomonas fimi ATCC 484,590998,0,2,0,0,0,0,0,0,0,0,0
Cellulomonas flavigena DSM 20109,446466,0,1,0,1,0,0,0,0,0,0,1
Cellvibrio gilvus ATCC 13127,593907,0,0,0,0,0,0,0,0,0,0,0
Clavibacter michiganensis subsp. michiganensis NCPPB 382,443906,2,11,0,0,0,0,0,0,0,0,0
Clavibacter michiganensis subsp. sepedonicus,31964,2,5,0,0,0,0,0,0,0,0,0
Collinsella aerofaciens ATCC 25986,411903,5,0,0,0,0,0,0,0,0,0,0
Collinsella intestinalis DSM 13280,521003,1,3,0,0,0,0,0,0,0,0,0
Collinsella stercoris DSM 13279,445975,27,5,0,0,0,0,0,0,0,0,0
Collinsella tanakaei YIT 12063,742742,8,1,0,0,0,0,0,0,0,0,0
Conexibacter woesei DSM 14684,469383,1,4,0,0,0,0,0,0,0,0,0
Coriobacteriaceae bacterium JC110,1034345,0,0,0,0,0,0,0,0,0,0,0
Coriobacterium glomerans PW2,700015,6,2,0,0,0,0,0,0,0,0,0
Corynebacterium accolens ATCC 49725,525260,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium accolens ATCC 49726,862512,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium ammoniagenes DSM 20306,649754,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium amycolatum SK46,553204,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium aurimucosum ATCC 700975,548476,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae 241,698966,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae 31A,698962,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae BH8,698973,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae bv. mitis str. NC03529,1162302,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae C7 (beta),698963,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae CDCE 8392,698965,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae HC01,698967,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae HC02,698968,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae HC03,698969,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae HC04,698970,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae INCA 402,698972,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae NCTC 13129,257309,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae PW8,698964,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium diphtheriae VA01,698971,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium efficiens YS-314,196164,0,2,0,0,0,0,0,0,0,0,0
Corynebacterium genitalium ATCC 33030,585529,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium glucuronolyticum ATCC 51866,548478,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium glucuronolyticum ATCC 51867,548477,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium glutamicum ATCC 13032,196627,2,3,0,0,0,0,0,0,0,0,0
Corynebacterium glutamicum ATCC 14067,1079988,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium glutamicum R,340322,3,2,0,0,0,0,0,0,0,0,0
Corynebacterium jeikeium ATCC 43734,525262,1,1,0,0,0,0,0,0,0,0,0
Corynebacterium jeikeium K411,306537,1,0,0,0,0,0,0,0,0,0,0
Corynebacterium kroppenstedtii DSM 44385,645127,3,0,0,0,0,0,0,0,0,0,0
Corynebacterium lipophiloflavum DSM 44291,525263,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium matruchotii ATCC 14266,553207,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium matruchotii ATCC 33806,566549,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium nuruki S6-4,863239,0,3,0,0,0,0,0,0,0,0,0
Corynebacterium pseudogenitalium ATCC 33035,525264,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis 1/06-A,1087454,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis 1002,679896,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis 3/99-5,1087452,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis 42/02-A,1087453,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis C231,681645,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis CIP 52.97,935697,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis FRC41,765874,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis I19,889513,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis P54B96,1117942,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium pseudotuberculosis PAT10,935298,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium resistens DSM 45100,662755,1,1,0,0,0,0,0,0,0,0,0
Corynebacterium striatum ATCC 6940,525268,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium tuberculostearicum SK141,553206,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium ulcerans 809,945711,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium ulcerans BR-AD22,945712,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium urealyticum DSM 7109,504474,0,1,0,0,0,0,0,0,0,0,0
Corynebacterium variabile DSM 44702,858619,0,3,0,0,0,0,0,0,0,0,0
Cryptobacterium curtum DSM 15641,469378,0,0,0,0,0,0,0,0,0,0,0
Dermacoccus sp. Ellin185,188626,0,2,0,0,0,0,0,0,0,0,0
Dietzia alimentaria 72,1077144,0,0,0,0,0,0,0,0,0,0,0
Dietzia cinnamea P4,910954,0,0,0,0,0,0,0,0,0,0,0
Eggerthella lenta DSM 2243,479437,0,0,0,0,0,0,0,0,0,0,0
Eggerthella sp. 1_3_56FAA,665943,0,0,0,0,0,0,0,0,0,0,0
Eggerthella sp. HGA1,910311,0,0,0,0,0,0,0,0,0,0,0
Eggerthella sp. YY7918,502558,0,0,0,0,0,0,0,0,0,0,0
Frankia alni ACN14a,326424,0,2,1,0,0,0,0,0,0,0,0
Frankia sp. CcI3,106370,0,0,0,0,0,0,0,0,0,0,0
Frankia sp. CN3,298655,0,0,0,0,0,0,0,0,0,0,0
Frankia sp. EAN1pec,298653,5,7,1,0,0,0,0,0,0,0,0
Frankia sp. EuI1c,298654,5,4,0,0,0,0,0,0,0,0,0
Frankia sp. EUN1f,102897,1,2,1,0,0,0,0,0,0,0,0
Frankia symbiont of Datisca glomerata,656024,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis 101,904144,0,1,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis 315-A,879307,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis 409-05,553190,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis 41V,907262,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis 5-1,682148,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis AMD,682147,0,1,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis ATCC 14018,585528,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis ATCC 14019,525284,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis HMP9231,1009464,0,0,0,0,0,0,0,0,0,0,0
Geodermatophilus obscurus DSM 43160,526225,0,1,0,0,0,0,0,0,0,0,0
Gordonia alkanivorans NBRC 16433,1027371,0,0,0,0,0,0,0,0,0,0,0
Gordonia amarae NBRC 15530,1075090,0,0,0,0,0,0,0,0,0,0,0
Gordonia araii NBRC 100433,1073574,0,1,0,0,0,0,0,0,0,0,0
Gordonia bronchialis DSM 43247,526226,2,8,0,0,0,0,0,0,0,0,0
Gordonia effusa NBRC 100432,1077974,0,0,0,0,0,0,0,0,0,0,0
Gordonia neofelifaecis NRRL B-59395,644548,3,3,0,0,0,0,0,0,0,0,0
Gordonia otitidis NBRC 100426,1108044,0,1,0,0,0,0,0,0,0,0,0
Gordonia polyisoprenivorans NBRC 16320,1077976,0,0,0,0,0,0,0,0,0,0,0
Gordonia sputi NBRC 100414,1089453,0,1,0,0,0,0,0,0,0,0,0
Gordonia terrae NBRC 100016,1089454,0,0,0,0,0,0,0,0,0,0,0
Gordonibacter pamelaeae 7-10-1-b,657308,0,0,0,0,0,0,0,0,0,0,0
Intrasporangium calvum DSM 43043,710696,1,3,0,0,0,0,0,0,0,0,0
Isoptericola variabilis 225,743718,0,0,0,0,0,0,0,0,0,0,0
Janibacter sp. HTCC2649,313589,1,5,0,0,0,0,0,0,0,0,0
Jonesia denitrificans DSM 20603,471856,2,4,0,0,0,0,0,0,0,0,0
Kineococcus radiotolerans SRS30216,266940,1,13,0,0,0,0,0,0,0,0,0
Kitasatospora setae KM-6054,452652,0,0,2,0,0,0,0,0,0,0,1
Kocuria rhizophila DC2201,378753,0,0,0,0,0,0,0,0,0,0,0
Kocuria rhizophila P7-4,1029824,0,0,0,0,0,0,0,0,0,0,0
Kribbella flavida DSM 17836,479435,11,24,2,0,0,0,0,0,0,0,0
Kytococcus sedentarius DSM 20547,478801,0,1,0,0,0,0,0,0,0,0,0
Leifsonia xyli subsp. xyli str. CTCB07,281090,0,0,0,0,0,0,0,0,0,0,0
Leucobacter chromiiresistens JG 31,714083,0,0,0,0,0,0,0,0,0,0,0
marine actinobacterium PHSC20C1,312284,3,1,1,0,0,0,0,0,0,0,0
Microbacterium laevaniformans OR221,1160710,0,1,0,0,0,0,0,0,0,0,0
Microbacterium testaceum StLB037,979556,3,11,0,0,0,0,0,0,0,0,0
Micrococcus luteus NCTC 2665,465515,0,0,0,0,0,0,0,0,0,0,0
Micrococcus luteus SK58,596312,0,0,0,0,0,0,0,0,0,0,0
Microlunatus phosphovorus NM-1,1032480,0,7,0,0,0,0,0,0,0,0,0
Micromonospora aurantiaca ATCC 27029,644283,5,5,1,1,0,0,1,0,0,0,0
Micromonospora sp. ATCC 39149,219305,5,7,0,0,0,0,0,0,0,0,0
Micromonospora sp. L5,648999,6,6,1,0,0,0,1,0,0,0,0
Mobilicoccus pelagius NBRC 104925,1089455,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus curtisii ATCC 43063,548479,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus curtisii ATCC 51333,887326,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus curtisii subsp. curtisii ATCC 35241,585198,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus curtisii subsp. holmesii ATCC 35242,887899,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus mulieris 28-1,596328,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus mulieris ATCC 35239,871571,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus mulieris ATCC 35243,585199,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus mulieris FB024-16,866770,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium abscessus,36809,2,1,0,0,0,0,0,0,0,0,0
Mycobacterium abscessus 47J26,1087483,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium abscessus M93,1149134,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium abscessus M94,1158135,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium abscessus subsp. bolletii BD,1091046,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium africanum GM041182,572418,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium avium 104,243243,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. avium ATCC 25291,553481,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. avium DT 78,1078011,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. avium Env 77,1078013,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis 1281,1078001,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis 4B,1078003,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis ATCC 19698,1074454,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis CLIJ623,1029814,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis CLIJ644,1029813,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis DT 3,1078004,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis Env 210,1078005,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis JQ5,1051629,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis JQ6,1112208,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis JTC 1285,1078002,0,1,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis K-10,262316,0,6,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis Pt139,1029815,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis Pt144,1029816,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis Pt145,1029817,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis Pt146,1029818,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis Pt155,1029820,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis Pt164,1029821,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium avium subsp. paratuberculosis S397,1010838,0,2,0,1,0,0,0,0,0,0,0
Mycobacterium bovis AF2122/97,233413,0,4,0,1,0,0,0,1,0,0,0
Mycobacterium bovis BCG str. ATCC 35733,998090,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium bovis BCG str. ATCC 35740,998091,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium bovis BCG str. ATCC 35743,998092,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium bovis BCG str. China,998089,0,4,0,0,0,0,0,1,0,0,0
Mycobacterium bovis BCG str. Mexico,717522,0,1,0,1,0,0,0,1,0,0,0
Mycobacterium bovis BCG str. Pasteur 1173P2,410289,0,4,0,1,0,0,0,1,0,0,0
